DATE,TOTAL
2024-01-26 00:00:00,0
2024-01-26 01:00:00,0
2024-01-26 02:00:00,0
2024-01-26 03:00:00,0.45799104
2024-01-26 04:00:00,7.74768176
2024-01-26 05:00:00,2.0991256
2024-01-26 06:00:00,2.70978032
2024-01-26 07:00:00,0
2024-01-26 08:00:00,0
2024-01-26 09:00:00,0
2024-01-26 10:00:00,0
2024-01-26 11:00:00,0
2024-01-26 12:00:00,1.98462784
2024-01-26 13:00:00,2.36628704
2024-01-26 14:00:00,4.54174448
2024-01-26 15:00:00,0
2024-01-26 16:00:00,0
2024-01-26 17:00:00,1.45030496
2024-01-26 18:00:00,0
2024-01-26 19:00:00,0
2024-01-26 20:00:00,4.84707184
2024-01-26 21:00:00,2.02279376
2024-01-26 22:00:00,0
2024-01-26 23:00:00,0
